time_s,road_mm,baseline_mm,revised_mm
0.32500000,-5.00000000,-5.00000000,-5.00000000
0.33000000,-5.00000000,-5.00000000,-5.00000000
0.33500000,-5.00000000,-5.00000000,-5.00000000
0.34000000,-5.00000000,-5.00000000,-5.00000000
0.34500000,-5.00000000,-5.00000000,-5.00000000
0.35000000,-5.00000000,-5.00000000,-5.00000000
0.35500000,-5.00000000,-5.00000000,-5.00000000
0.36000000,-5.00000000,-5.00000000,-5.00000000
0.36500000,-5.00000000,-5.00000000,-5.00000000
0.37000000,-5.00000000,-5.00000000,-5.00000000
0.37500000,-5.00000000,-5.00000000,-5.00000000
0.38000000,-5.00000000,-5.00000000,-5.00000000
0.38500000,-5.00000000,-5.00000000,-5.00000000
0.39000000,-5.00000000,-5.00000000,-5.00000000
0.39500000,-5.00000000,-5.00000000,-5.00000000
0.40000000,-5.00000000,-5.00000000,-5.00000000
0.40500000,-5.00000000,-5.00000000,-5.00000000
0.41000000,-5.00000000,-5.00000000,-5.00000000
0.41500000,-5.00000000,-5.00000000,-5.00000000
0.42000000,-5.00000000,-5.00000000,-5.00000000
0.42500000,-5.00000000,-5.00000000,-5.00000000
0.43000000,-5.00000000,-5.00000000,-5.00000000
0.43500000,-5.00000000,-5.00000000,-5.00000000
0.44000000,-5.00000000,-5.00000000,-5.00000000
0.44500000,-5.00000000,-5.00000000,-5.00000000
0.45000000,-5.00000000,-5.00000000,-5.00000000
0.45450000,5.00000000,-3.59314468,-3.89722613
0.45950000,5.00000000,-1.26462129,-2.57712102
0.46450000,5.00000000,1.52989947,-1.20173999
0.46950000,5.00000000,4.42430984,0.18640973
0.47450000,5.00000000,7.07966743,1.54916362
0.47950000,5.00000000,9.21979934,2.85323224
0.48450000,5.00000000,10.65603947,4.07054595
0.48950000,5.00000000,11.29943485,5.17842333
0.49450000,5.00000000,11.16035344,6.15957854
0.49950000,5.00000000,10.33686306,7.00198482
0.50450000,5.00000000,8.99438068,7.69861389
0.50950000,5.00000000,7.33981961,8.24707161
0.51450000,5.00000000,5.59374654,8.64915108
0.51950000,5.00000000,3.96391740,8.91032408
0.52450000,5.00000000,2.62304979,9.03919107
0.52950000,5.00000000,1.69290883,9.04690894
0.53450000,5.00000000,1.23584827,8.94661404
0.53950000,5.00000000,1.25398276,8.75285636
0.54450000,5.00000000,1.69528269,8.48105862
0.54950000,5.00000000,2.46517199,8.14701169
0.55450000,5.00000000,3.44173419,7.76641597
0.55950000,5.00000000,4.49242182,7.35447557
0.56450000,5.00000000,5.49021492,6.92555037
0.56950000,5.00000000,6.32745318,6.49286873
0.57450000,5.00000000,6.92601656,6.06830179
0.57950000,5.00000000,7.24308339,5.66219858
0.58450000,5.00000000,7.27227746,5.28327959
0.58950000,5.00000000,7.04055891,4.93858520
0.59450000,5.00000000,6.60165935,4.63347422
0.59950000,5.00000000,6.02716939,4.37166719
0.60450000,5.00000000,5.39653701,4.15532825
0.60950000,5.00000000,4.78722605,3.98517924
0.61450000,5.00000000,4.26613479,3.86063938
0.61950000,5.00000000,3.88311585,3.77998410
0.62450000,5.00000000,3.66711184,3.74051668
0.62950000,5.00000000,3.62507001,3.73874670
0.63450000,5.00000000,3.74346700,3.77056984
0.63950000,5.00000000,3.99199608,3.83144422
0.64450000,5.00000000,4.32877107,3.91655878
0.64950000,5.00000000,4.70629706,4.02099040
0.65450000,5.00000000,5.07744956,4.13984656
0.65950000,5.00000000,5.40078296,4.26839150
0.66450000,5.00000000,5.64463629,4.40215443
0.66950000,5.00000000,5.78969690,4.53701868
0.67450000,5.00000000,5.82989343,4.66929175
0.67950000,5.00000000,5.77169222,4.79575636
0.68450000,5.00000000,5.63204512,4.91370332
0.68950000,5.00000000,5.43536324,5.02094732
0.69450000,5.00000000,5.20996250,5.11582712
0.69950000,5.00000000,4.98443996,5.19719179
0.70450000,5.00000000,4.78439916,5.26437506
0.70950000,5.00000000,4.62985971,5.31715952
0.71450000,5.00000000,4.53357272,5.35573301
0.71950000,5.00000000,4.50033832,5.38063898
0.72450000,5.00000000,4.52729708,5.39272296
0.72950000,5.00000000,4.60505993,5.39307690
0.73450000,5.00000000,4.71946030,5.38298311
0.73950000,5.00000000,4.85366397,5.36385937
0.74450000,5.00000000,4.99035991,5.33720644
0.74950000,5.00000000,5.11377470,5.30455919
0.75450000,5.00000000,5.21130073,5.26744222
0.75950000,5.00000000,5.27459390,5.22733058
0.76450000,5.00000000,5.30007206,5.18561621
0.76950000,5.00000000,5.28882080,5.14358021
0.77450000,5.00000000,5.24597931,5.10237110
0.77950000,5.00000000,5.17973101,5.06298906
0.78450000,5.00000000,5.10005478,5.02627574
0.78950000,5.00000000,5.01740382,4.99290944
0.79450000,5.00000000,4.94146962,4.96340513
0.79950000,5.00000000,4.88016235,4.93811883
0.80450000,5.00000000,4.83890055,4.91725563
0.80950000,5.00000000,4.82025833,4.90088094
0.81450000,5.00000000,4.82397240,4.88893409
0.81950000,5.00000000,4.84727031,4.88124386
0.82450000,5.00000000,4.88544892,4.87754514
0.82950000,5.00000000,4.93261111,4.87749635
0.83450000,5.00000000,4.98246053,4.88069684
0.83950000,5.00000000,5.02905800,4.88670408
0.84450000,5.00000000,5.06745795,4.89504990
0.84950000,5.00000000,5.09416507,4.90525580
0.85450000,5.00000000,5.10737844,4.91684668
0.85950000,5.00000000,5.10701771,4.92936312
0.86450000,5.00000000,5.09455128,4.94237174
0.86950000,5.00000000,5.07266679,4.95547388
0.87450000,5.00000000,5.04483795,4.96831230
0.87950000,5.00000000,5.01484771,4.98057607
0.88450000,5.00000000,4.98632645,4.99200372
0.88950000,5.00000000,4.96235609,5.00238473
0.89450000,5.00000000,4.94517803,5.01155945
0.89950000,5.00000000,4.93602726,5.01941777
0.90400000,-5.00000000,3.72133863,4.04975907
0.90900000,-5.00000000,1.46517674,2.74288526
0.91400000,-5.00000000,-1.28734976,1.37488905
0.91900000,-5.00000000,-4.17170491,-0.01127407
0.92400000,-5.00000000,-6.84672858,-1.37689774
0.92900000,-5.00000000,-9.03089077,-2.68808177
0.93400000,-5.00000000,-10.52796700,-3.91610055
0.93900000,-5.00000000,-11.24033369,-5.03759394
0.94400000,-5.00000000,-11.16967692,-6.03459496
0.94900000,-5.00000000,-10.40635763,-6.89441174
0.95400000,-5.00000000,-9.10983295,-7.60938264
0.95900000,-5.00000000,-7.48329588,-8.17652528
0.96400000,-5.00000000,-5.74601910,-8.59710020
0.96900000,-5.00000000,-4.10678237,-8.87611029
0.97400000,-5.00000000,-2.74128513,-9.02175616
0.97900000,-5.00000000,-1.77568807,-9.04486693
0.98400000,-5.00000000,-1.27750678,-8.95832396
0.98900000,-5.00000000,-1.25411770,-8.77649381
0.99400000,-5.00000000,-1.65824539,-8.51468422
0.99900000,-5.00000000,-2.39907425,-8.18863515
1.00400000,-5.00000000,-3.35713235,-7.81405439
1.00900000,-5.00000000,-4.40086182,-7.40620511
1.01400000,-5.00000000,-5.40281809,-6.97955073
1.01900000,-5.00000000,-6.25369891,-6.54745990
1.02400000,-5.00000000,-6.87283933,-6.12197313
1.02900000,-5.00000000,-7.21435348,-5.71363015
1.03400000,-5.00000000,-7.26868405,-5.33135612
1.03900000,-5.00000000,-7.05986640,-4.98240306
1.04400000,-5.00000000,-6.63926857,-4.67234206
1.04900000,-5.00000000,-6.07688808,-4.40510087
1.05400000,-5.00000000,-5.45145000,-4.18304085
1.05900000,-5.00000000,-4.84055594,-4.00706691
1.06400000,-5.00000000,-4.31199655,-3.87676396
1.06900000,-5.00000000,-3.91709076,-3.79055324
1.07400000,-5.00000000,-3.68659469,-3.74586226
1.07900000,-5.00000000,-3.62937401,-3.73930237
1.08400000,-5.00000000,-3.73369998,-3.76684835
1.08900000,-5.00000000,-3.97074605,-3.82401510
1.09400000,-5.00000000,-4.29965691,-3.90602704
1.09900000,-5.00000000,-4.67344943,-4.00797658
1.10400000,-5.00000000,-5.04498840,-4.12496857
1.10900000,-5.00000000,-5.37235111,-4.25224861
1.11400000,-5.00000000,-5.62303627,-4.38531339
1.11900000,-5.00000000,-5.77666130,-4.52000233
1.12400000,-5.00000000,-5.82600079,-4.65256999
1.12900000,-5.00000000,-5.77642277,-4.77973954
1.13400000,-5.00000000,-5.64395526,-4.89873794
1.13900000,-5.00000000,-5.45234647,-5.00731389
1.14400000,-5.00000000,-5.22955820,-5.10373997
1.14900000,-5.00000000,-5.00414980,-5.18680073
1.15400000,-5.00000000,-4.80197461,-5.25576847
1.15900000,-5.00000000,-4.64353087,-5.31036881
1.16400000,-5.00000000,-4.54219887,-5.35073803
1.16900000,-5.00000000,-4.50347116,-5.37737426
1.17400000,-5.00000000,-4.52515878,-5.39108441
1.17900000,-5.00000000,-4.59844747,-5.39292884
1.18400000,-5.00000000,-4.70959450,-5.38416533
1.18900000,-5.00000000,-4.84200647,-5.36619408
1.19400000,-5.00000000,-4.97842194,-5.34050491
1.19900000,-5.00000000,-5.10294039,-5.30862795
1.20400000,-5.00000000,-5.20268343,-5.27208869
1.20900000,-5.00000000,-5.26893828,-5.23236812
1.21400000,-5.00000000,-5.29770845,-5.19086836
1.21900000,-5.00000000,-5.28967121,-5.14888424
1.22400000,-5.00000000,-5.24960925,-5.10758087
1.22900000,-5.00000000,-5.18543628,-5.06797698
1.23400000,-5.00000000,-5.10696975,-5.03093416
1.23900000,-5.00000000,-5.02461660,-4.99715129
1.24400000,-5.00000000,-4.94813045,-4.96716396
1.24900000,-5.00000000,-4.88557344,-4.94134829
1.25400000,-5.00000000,-4.84257931,-4.91992851
1.25900000,-5.00000000,-4.82196950,-4.90298774
1.26400000,-5.00000000,-4.82372871,-4.89048136
1.26900000,-5.00000000,-4.84530499,-4.88225223
1.27400000,-5.00000000,-4.88216603,-4.87804726
1.27900000,-5.00000000,-4.92852173,-4.87753467
1.28400000,-5.00000000,-4.97811350,-4.88032143
1.28900000,-5.00000000,-5.02497369,-4.88597043
1.29400000,-5.00000000,-5.06407220,-4.89401689
1.29900000,-5.00000000,-5.09178860,-4.90398374
1.30400000,-5.00000000,-5.10617478,-4.91539559
1.30900000,-5.00000000,-5.10700011,-4.92779112
1.31400000,-5.00000000,-5.09559701,-4.94073379
1.31900000,-5.00000000,-5.07454537,-4.95382061
1.32400000,-5.00000000,-5.04724863,-4.96668918
1.32900000,-5.00000000,-5.01746099,-4.97902275
1.33400000,-5.00000000,-4.98882448,-4.99055366
1.33900000,-5.00000000,-4.96446752,-5.00106495
1.34400000,-5.00000000,-4.94670395,-5.01039055
1.34900000,-5.00000000,-4.93685608,-5.01841408
1.35350000,5.00000000,-3.90633868,-4.17507312
1.35850000,5.00000000,-1.71952674,-2.87685291
1.36350000,5.00000000,0.99980460,-1.51300989
1.36850000,5.00000000,3.88708408,-0.12688515
1.37350000,5.00000000,6.59702138,1.24236285
1.37850000,5.00000000,8.84076073,2.56033460
1.38350000,5.00000000,10.41272360,3.79777643
1.38850000,5.00000000,11.20517884,4.93078845
1.39350000,5.00000000,11.21017759,5.94086794
1.39850000,5.00000000,10.50996209,6.81480490
1.40350000,5.00000000,9.25814883,7.54444911
1.40850000,5.00000000,7.65479143,8.12636870
1.41350000,5.00000000,5.91879658,8.56142153
1.41850000,5.00000000,4.26110136,8.85426001
1.42350000,5.00000000,2.86157568,9.01279012
1.42850000,5.00000000,1.85187888,9.04760376
1.43350000,5.00000000,1.30558979,8.97140249
1.43850000,5.00000000,1.23596529,8.79842891
1.44350000,5.00000000,1.60077953,8.54391977
1.44850000,5.00000000,2.31295000,8.22359308
1.45350000,5.00000000,3.25513623,7.85317886
1.45850000,5.00000000,4.29623676,7.44800130
1.46350000,5.00000000,5.30771269,7.02261765
1.46850000,5.00000000,6.17790398,6.59051721
1.47350000,5.00000000,6.82292486,6.16388171
1.47850000,5.00000000,7.19326182,5.75340676
1.48350000,5.00000000,7.27577752,5.36818224
1.48850000,5.00000000,7.09137610,5.01562842
1.49350000,5.00000000,6.68905137,4.70148336
1.49850000,5.00000000,6.13737336,4.42983618
1.50350000,5.00000000,5.51464882,4.20320034
1.50850000,5.00000000,4.89901158,4.02262064
1.51350000,5.00000000,4.35957465,3.88780725
1.51850000,5.00000000,3.94953637,3.79729033
1.52350000,5.00000000,3.70181745,3.74858895
1.52850000,5.00000000,3.62745771,3.73838808
1.53350000,5.00000000,3.71666443,3.76271822
1.53850000,5.00000000,3.94211427,3.81713262
1.54350000,5.00000000,4.26389731,3.89687755
1.54850000,5.00000000,4.63536933,3.99705199
1.55350000,5.00000000,5.00915291,4.11275365
1.55850000,5.00000000,5.34259053,4.23920889
1.56350000,5.00000000,5.60208879,4.37188499
1.56850000,5.00000000,5.76597711,4.50658364
1.57350000,5.00000000,5.82571297,4.63951527
1.57850000,5.00000000,5.78547069,4.76735440
1.58350000,5.00000000,5.66033046,4.88727661
1.58850000,5.00000000,5.47342027,4.99697814
1.59350000,5.00000000,5.25244518,5.09467955
1.59850000,5.00000000,5.02606222,5.17911512
1.60350000,5.00000000,4.82052849,5.24950979
1.60850000,5.00000000,4.65697403,5.30554566
1.61350000,5.00000000,4.54954331,5.34732006
1.61850000,5.00000000,4.50452484,5.37529723
1.62350000,5.00000000,4.52046367,5.39025567
1.62850000,5.00000000,4.58914088,5.39323287
1.63350000,5.00000000,4.69721744,5.38546935
1.63850000,5.00000000,4.82828629,5.36835343
1.64350000,5.00000000,4.96505675,5.34336822
1.64850000,5.00000000,5.09140946,5.31204188
1.65350000,5.00000000,5.19410231,5.27590222
1.65850000,5.00000000,5.26397050,5.23643626
1.66350000,5.00000000,5.29653774,5.19505534
1.66850000,5.00000000,5.29203110,5.15306611
1.67350000,5.00000000,5.25486069,5.11164744
1.67850000,5.00000000,5.19267929,5.07183328
1.68350000,5.00000000,5.11517300,5.03450122
1.68850000,5.00000000,5.03274828,5.00036651
1.69350000,5.00000000,4.95527534,4.96998094
1.69850000,5.00000000,4.89102457,4.94373629
1.70350000,5.00000000,4.84589623,4.92187153
1.70850000,5.00000000,4.82300027,4.90448333
1.71350000,5.00000000,4.82259678,4.89153919
1.71850000,5.00000000,4.84236623,4.88289250
1.72350000,5.00000000,4.87794392,4.87829899
1.72850000,5.00000000,4.92363032,4.87743398
1.73350000,5.00000000,4.97317822,4.87990979
1.73850000,5.00000000,5.02055918,4.88529298
1.74350000,5.00000000,5.06062462,4.89312085
1.74850000,5.00000000,5.08959747,4.90291690
1.75350000,5.00000000,5.10535661,4.91420501
1.75850000,5.00000000,5.10750336,4.92652196
1.76350000,5.00000000,5.09722561,4.93942830
1.76850000,5.00000000,5.07699617,4.95251737
1.77350000,5.00000000,5.05015708,4.96542244
1.77850000,5.00000000,5.02044892,4.97782205
1.78350000,5.00000000,4.99154448,4.98944351
1.78850000,5.00000000,4.96663914,5.00006477
1.79350000,5.00000000,4.94813841,5.00951473
1.79850000,5.00000000,4.93746814,5.01767212
1.80300000,-5.00000000,4.08218153,4.29950993
1.80800000,-5.00000000,1.96812283,3.01037466
1.81300000,-5.00000000,-0.71431505,1.65108049
1.81800000,-5.00000000,-3.60097621,0.26534756
1.82300000,-5.00000000,-6.34282579,-1.10721829
1.82800000,-5.00000000,-8.64396588,-2.43172120
1.83300000,-5.00000000,-10.28962412,-3.67838068
1.83800000,-5.00000000,-11.16199337,-4.82275695
1.84300000,-5.00000000,-11.24340271,-5.84580997
1.84800000,-5.00000000,-10.60779225,-6.73380899
1.85300000,-5.00000000,-9.40268902,-7.47811155
1.85800000,-5.00000000,-7.82472816,-8.07483199
1.86300000,-5.00000000,-6.09217586,-8.52442051
1.86800000,-5.00000000,-4.41788729,-8.83117383
1.87300000,-5.00000000,-2.98572222,-9.00269784
1.87800000,-5.00000000,-1.93273111,-9.04934175
1.88300000,-5.00000000,-1.33852600,-8.98362200
1.88800000,-5.00000000,-1.22228700,-8.81965216
1.89300000,-5.00000000,-1.54694087,-8.57259329
1.89800000,-5.00000000,-2.22928350,-8.25813718
1.90300000,-5.00000000,-3.15427251,-7.89203235
1.90800000,-5.00000000,-4.19142962,-7.48966078
1.91300000,-5.00000000,-5.21126962,-7.06567099
1.91800000,-5.00000000,-6.09988911,-6.63367085
1.92300000,-5.00000000,-6.77025286,-6.20598190
1.92800000,-5.00000000,-7.16924449,-5.79345468
1.93300000,-5.00000000,-7.28012682,-5.40534340
1.93800000,-5.00000000,-7.12061545,-5.04923668
1.94300000,-5.00000000,-6.73724544,-4.73104000
1.94800000,-5.00000000,-6.19706012,-4.45500469
1.95300000,-5.00000000,-5.57784685,-4.22379747
1.95800000,-5.00000000,-4.95818034,-4.03860437
1.96300000,-5.00000000,-4.40842380,-3.89926234
1.96800000,-5.00000000,-3.98360807,-3.80441214
1.97300000,-5.00000000,-3.71879946,-3.75166606
1.97800000,-5.00000000,-3.62722021,-3.73778440
1.98300000,-5.00000000,-3.70104518,-3.75885507
1.98800000,-5.00000000,-3.91450319,-3.81047121
1.99300000,-5.00000000,-4.22868858,-3.88790242
1.99800000,-5.00000000,-4.59735718,-3.98625559
2.00300000,-5.00000000,-4.97294550,-4.10062242
2.00800000,-5.00000000,-5.31210665,-4.22621106
2.01300000,-5.00000000,-5.58018565,-4.35846018
2.01800000,-5.00000000,-5.75423778,-4.49313435
2.02300000,-5.00000000,-5.82440070,-4.62640033
2.02800000,-5.00000000,-5.79363788,-4.75488429
2.03300000,-5.00000000,-5.67605348,-4.87571053
2.03800000,-5.00000000,-5.49412041,-4.98652281
2.04300000,-5.00000000,-5.27525013,-5.08548951
2.04800000,-5.00000000,-5.04816289,-5.17129440
2.05300000,-5.00000000,-4.83949110,-5.24311470
2.05800000,-5.00000000,-4.67097684,-5.30058855
2.06300000,-5.00000000,-4.55751895,-5.34377384
2.06800000,-5.00000000,-4.50620211,-5.37310046
2.07300000,-5.00000000,-4.51631459,-5.38931790
2.07800000,-5.00000000,-4.58024896,-5.39344031
2.08300000,-5.00000000,-4.68509043,-5.38669038
2.08800000,-5.00000000,-4.81464049,-5.37044412
2.09300000,-5.00000000,-4.95160031,-5.34617744
2.09800000,-5.00000000,-5.07964940,-5.31541612
2.10300000,-5.00000000,-5.18519470,-5.27968990
2.10800000,-5.00000000,-5.25862615,-5.24049155
2.11300000,-5.00000000,-5.29498837,-5.19924140
2.11800000,-5.00000000,-5.29405344,-5.15725769
2.12300000,-5.00000000,-5.25984966,-5.11573294
2.12800000,-5.00000000,-5.19975680,-5.07571619
2.13300000,-5.00000000,-5.12331631,-5.03810103
2.13800000,-5.00000000,-5.04092126,-5.00361907
2.14300000,-5.00000000,-4.96254746,-4.97283837
2.14800000,-5.00000000,-4.89666537,-4.94616643
2.15300000,-5.00000000,-4.84943719,-4.92385708
2.15800000,-5.00000000,-4.82426040,-4.90602067
2.16300000,-5.00000000,-4.82167294,-4.89263697
2.16800000,-5.00000000,-4.83959293,-4.88357005
2.17300000,-5.00000000,-4.87383033,-4.87858464
2.17800000,-5.00000000,-4.91878418,-4.87736333
2.18300000,-5.00000000,-4.96822647,-4.87952394
2.18800000,-5.00000000,-5.01607482,-4.88463686
2.19300000,-5.00000000,-5.05706734,-4.89224159
2.19800000,-5.00000000,-5.08727345,-4.90186237
2.20300000,-5.00000000,-5.10439987,-4.91302242
2.20800000,-5.00000000,-5.10787867,-4.92525673
2.21300000,-5.00000000,-5.09875031,-4.93812304
2.21800000,-5.00000000,-5.07937638,-4.95121104
2.22300000,-5.00000000,-5.05303274,-4.96414976
2.22800000,-5.00000000,-5.02344162,-4.97661301
2.23300000,-5.00000000,-4.99430232,-4.98832312
2.23800000,-5.00000000,-4.96887387,-4.99905294
2.24300000,-5.00000000,-4.94965147,-5.00862629
2.24800000,-5.00000000,-4.93816372,-5.01691701
2.25250000,5.00000000,-4.24893073,-4.42277739
2.25750000,5.00000000,-2.21101322,-3.14319845
2.26250000,5.00000000,0.43085207,-1.78889109
2.26750000,5.00000000,3.31337273,-0.40394657
2.27250000,5.00000000,6.08415250,0.97158781
2.27750000,5.00000000,8.44053295,2.30232387
2.28250000,5.00000000,10.15870662,3.55795660
2.28750000,5.00000000,11.11082114,4.71350684
2.29250000,5.00000000,11.26939637,5.74939634
2.29750000,5.00000000,10.69988739,6.65137136
2.30250000,5.00000000,9.54348404,7.41029387
2.30750000,5.00000000,7.99312529,8.02182016
2.31250000,5.00000000,6.26616389,8.48598790
2.31750000,5.00000000,4.57713529,8.80673271
2.32250000,5.00000000,3.11370989,8.99135469
2.32750000,5.00000000,2.01822264,9.04995462
2.33250000,5.00000000,1.37628933,8.99485808
2.33750000,5.00000000,1.21305612,8.84004411
2.34250000,5.00000000,1.49670518,8.60059290
2.34750000,5.00000000,2.14805550,8.29216527
2.35250000,5.00000000,3.05452858,7.93052400
2.35750000,5.00000000,4.08643516,7.53110522
2.36250000,5.00000000,5.11349083,7.10864560
2.36750000,5.00000000,6.01966247,6.67686915
2.37250000,5.00000000,6.71483614,6.24823536
2.37750000,5.00000000,7.14231696,5.83374847
2.38250000,5.00000000,7.28174810,5.44282632
2.38750000,5.00000000,7.14759936,5.08322571
2.39250000,5.00000000,6.78386287,4.76101984
2.39750000,5.00000000,6.25595658,4.48062296
2.40250000,5.00000000,5.64104788,4.24485608
2.40750000,5.00000000,5.01806167,4.05504778
2.41250000,5.00000000,4.45853960,3.91116335
2.41750000,5.00000000,4.01929848,3.81195581
2.42250000,5.00000000,3.73753157,3.75513245
2.42750000,5.00000000,3.62865177,3.73753071
2.43250000,5.00000000,3.68683308,3.75529765
2.43750000,5.00000000,3.88790523,3.80406808
2.44250000,5.00000000,4.19402542,3.87913649
2.44750000,5.00000000,4.55941030,3.97561918
2.45250000,5.00000000,4.93636616,4.08860315
2.45750000,5.00000000,5.28090183,4.21327948
2.46250000,5.00000000,5.55733106,4.34505918
2.46750000,5.00000000,5.74144868,4.47967049
2.47250000,5.00000000,5.82206983,4.61323706
2.47750000,5.00000000,5.80092993,4.74233707
2.48250000,5.00000000,5.69112905,4.86404378
2.48750000,5.00000000,5.51445030,4.97594850
2.49250000,5.00000000,5.29797490,5.07616736
2.49750000,5.00000000,5.07045204,5.16333338
2.50250000,5.00000000,4.85886122,5.23657573
2.50750000,5.00000000,4.68553690,5.29548819
2.51250000,5.00000000,4.56612262,5.34008873
2.51750000,5.00000000,4.50849946,5.37077233
2.52250000,5.00000000,4.51270813,5.38825899
2.52750000,5.00000000,4.57176876,5.39353888
2.53250000,5.00000000,4.67321130,5.38781637
2.53750000,5.00000000,4.80106782,5.37245457
2.54250000,5.00000000,4.93805233,5.34892171
2.54750000,5.00000000,5.06766085,5.31874075
2.55250000,5.00000000,5.17596197,5.28344294
2.55750000,5.00000000,5.25290709,5.24452644
2.56250000,5.00000000,5.29306245,5.20342026
2.56750000,5.00000000,5.29574031,5.16145401
2.57250000,5.00000000,5.26457798,5.11983367
2.57750000,5.00000000,5.20667019,5.07962328
2.58250000,5.00000000,5.13140050,5.04173234
2.58750000,5.00000000,5.04913580,5.00690881
2.59250000,5.00000000,4.96994651,4.97573704
2.59750000,5.00000000,4.90249508,4.94864033
2.60250000,5.00000000,4.85320109,4.92588748
2.60750000,5.00000000,4.82574862,4.90760265
2.61250000,5.00000000,4.82095593,4.89377800
2.61750000,5.00000000,4.83698395,4.88428849
2.62250000,5.00000000,4.86982439,4.87890800
2.62750000,5.00000000,4.91398276,4.87732654
2.63250000,5.00000000,4.96325804,4.87916764
2.63750000,5.00000000,5.01152074,4.88400567
2.64250000,5.00000000,5.05340079,4.89138250
2.64750000,5.00000000,5.08481716,4.90082321
2.65250000,5.00000000,5.10330529,4.91185055
2.65750000,5.00000000,5.10812681,4.92399779
2.66250000,5.00000000,5.10017181,4.93681995
2.66750000,5.00000000,5.08168654,4.94990317
2.67250000,5.00000000,5.05587597,4.96287227
2.67750000,5.00000000,5.02643923,4.97539638
2.68250000,5.00000000,4.99709794,4.98719287
2.68750000,5.00000000,4.97117150,4.99802949
2.69250000,5.00000000,4.95124277,5.00772497
2.69750000,5.00000000,4.93894239,5.01614825
2.70200000,0.00000000,4.67059310,4.78369906
2.70700000,0.00000000,3.69287282,4.15183221
2.71200000,0.00000000,2.39892827,3.47960413
2.71700000,0.00000000,0.96884179,2.78926006
2.72200000,0.00000000,-0.42079336,2.10107534
2.72700000,0.00000000,-1.61654478,1.43303544
